id,name,city,country,IATA,ICAO,lat,lon,alt,timezone,DST,Tz,type,src,flightcount
3676,McGhee Tyson Airport,Knoxville,United States,TYS,KTYS,35.81100082,-83.9940033,981,-5,A,America/New_York,airport,OurAirports,649
3759,Port Columbus International Airport,Columbus,United States,CMH,KCMH,39.9980011,-82.89189911,815,-5,A,America/New_York,airport,OurAirports,2065
3876,Charlotte Douglas International Airport,Charlotte,United States,CLT,KCLT,35.2140007,-80.94309998,748,-5,A,America/New_York,airport,OurAirports,9203
3819,City of Colorado Springs Municipal Airport,Colorado Springs,United States,COS,KCOS,38.80580139,-104.7009964,6187,-7,A,America/Denver,airport,OurAirports,702
3690,Nashville International Airport,Nashville,United States,BNA,KBNA,36.12450027,-86.67819977,599,-6,A,America/Chicago,airport,OurAirports,4631
3729,Des Moines International Airport,Des Moines,United States,DSM,KDSM,41.5340004,-93.6631012,958,-6,A,America/Chicago,airport,OurAirports,614
4008,Piedmont Triad International Airport,Greensboro,United States,GSO,KGSO,36.09780121,-79.93730164,925,-5,A,America/New_York,airport,OurAirports,539
4083,Bismarck Municipal Airport,Bismarck,United States,BIS,KBIS,46.77270126,-100.7460022,1661,-6,A,America/Chicago,airport,OurAirports,233
4020,Gallatin Field,Bozeman,United States,BZN,KBZN,45.77750015,-111.1529999,4473,-7,A,America/Denver,airport,OurAirports,367
4009,Joe Foss Field Airport,Sioux Falls,United States,FSD,KFSD,43.58200073,-96.74189758,1429,-6,A,America/Chicago,airport,OurAirports,365
4216,Missoula International Airport,Missoula,United States,MSO,KMSO,46.91630173,-114.0910034,3206,-7,A,America/Denver,airport,OurAirports,259
3456,Kahului Airport,Kahului,United States,OGG,PHOG,20.89859962,-156.4299927,54,-10,N,Pacific/Honolulu,airport,OurAirports,2027
3514,Kona International At Keahole Airport,Kona,United States,KOA,PHKO,19.73880005,-156.0460052,47,-10,N,Pacific/Honolulu,airport,OurAirports,1106
3602,Lihue Airport,Lihue,United States,LIH,PHLI,21.97599983,-159.3390045,153,-10,N,Pacific/Honolulu,airport,OurAirports,1104
3453,Metropolitan Oakland International Airport,Oakland,United States,OAK,KOAK,37.72129822,-122.2210007,9,-8,A,America/Los_Angeles,airport,OurAirports,4372
3415,Hilo International Airport,Hilo,United States,ITO,PHTO,19.72139931,-155.0480042,38,-10,N,Pacific/Honolulu,airport,OurAirports,511
4116,Tri Cities Regional Tn Va Airport,BRISTOL,United States,TRI,KTRI,36.47520065,-82.40740204,1519,-5,A,America/New_York,airport,OurAirports,202
3845,Wilmington International Airport,Wilmington,United States,ILM,KILM,34.27059937,-77.90260315,32,-5,A,America/New_York,airport,OurAirports,220
5725,Brunswick Golden Isles Airport,Brunswick,United States,BQK,KBQK,31.25880051,-81.46649933,26,-5,A,America/New_York,airport,OurAirports,86
4356,Northwest Arkansas Regional Airport,Bentonville,United States,XNA,KXNA,36.281898,-94.306801,1287,-6,A,America/Chicago,airport,OurAirports,537
3580,Jackson-Medgar Wiley Evers International Airport,Jackson,United States,JAN,KJAN,32.31119919,-90.07589722,346,-6,A,America/Chicago,airport,OurAirports,444
3739,Dothan Regional Airport,Dothan,United States,DHN,KDHN,31.32130051,-85.44960022,401,-6,A,America/Chicago,airport,OurAirports,116
4048,Rochester International Airport,Rochester,United States,RST,KRST,43.90829849,-92.5,1317,-6,A,America/Chicago,airport,OurAirports,75
4018,Evansville Regional Airport,Evansville,United States,EVV,KEVV,38.03699875,-87.53240204,418,-6,A,America/Chicago,airport,OurAirports,208
3873,Destin-Ft Walton Beach Airport,Valparaiso,United States,VPS,KVPS,30.4832,-86.525398,87,-6,A,America/Chicago,airport,OurAirports,385
3846,"Baton Rouge Metropolitan, Ryan Field",Baton Rouge,United States,BTR,KBTR,30.53319931,-91.14959717,70,-6,A,America/Chicago,airport,OurAirports,633
3578,Lovell Field,Chattanooga,United States,CHA,KCHA,35.03530121,-85.20379639,683,-5,A,America/New_York,airport,OurAirports,387
3653,Austin Straubel International Airport,Green Bay,United States,GRB,KGRB,44.48509979,-88.12960052,695,-6,A,America/Chicago,airport,OurAirports,355
3543,Lincoln Airport,Lincoln,United States,LNK,KLNK,40.85100174,-96.75920105,1219,-6,A,America/Chicago,airport,OurAirports,267
3747,Chicago Midway International Airport,Chicago,United States,MDW,KMDW,41.7859993,-87.75240326,620,-6,A,America/Chicago,airport,OurAirports,7917
3946,Elmira Corning Regional Airport,Elmira,United States,ELM,KELM,42.15990067,-76.89160156,954,-5,A,America/New_York,airport,OurAirports,146
3608,Richmond International Airport,Richmond,United States,RIC,KRIC,37.50519943,-77.31970215,167,-5,A,America/New_York,airport,OurAirports,1370
3622,Greater Rochester International Airport,Rochester,United States,ROC,KROC,43.1189003,-77.67240143,559,-5,A,America/New_York,airport,OurAirports,634
4017,Blue Grass Airport,Lexington KY,United States,LEX,KLEX,38.03649902,-84.60590363,979,-5,A,America/New_York,airport,OurAirports,406
3862,Portland International Jetport Airport,Portland,United States,PWM,KPWM,43.64619827,-70.30930328,76,-5,A,America/New_York,airport,OurAirports,536
4023,Cherry Capital Airport,Traverse City,United States,TVC,KTVC,44.74140167,-85.5821991,624,-5,A,America/New_York,airport,OurAirports,243
3609,Shreveport Regional Airport,Shreveport,United States,SHV,KSHV,32.44660187,-93.82559967,258,-6,A,America/Chicago,airport,OurAirports,532
4273,Golden Triangle Regional Airport,Columbus Mississippi,United States,GTR,KGTR,33.45029831,-88.59140015,264,-6,A,America/Chicago,airport,OurAirports,86
3566,William P Hobby Airport,Houston,United States,HOU,KHOU,29.64539909,-95.27890015,46,-6,A,America/Chicago,airport,OurAirports,4658
3589,Westchester County Airport,White Plains,United States,HPN,KHPN,41.06700134,-73.70760345,439,-5,A,America/New_York,airport,OurAirports,633
3685,Gerald R. Ford International Airport,Grand Rapids,United States,GRR,KGRR,42.88079834,-85.52279663,794,-5,A,America/New_York,airport,OurAirports,835
4034,Greenville Spartanburg International Airport,Greenville,United States,GSP,KGSP,34.89569855,-82.21890259,964,-5,A,America/New_York,airport,OurAirports,728
3611,Norfolk International Airport,Norfolk,United States,ORF,KORF,36.89459991,-76.20120239,26,-5,A,America/New_York,airport,OurAirports,971
3542,Harrisburg International Airport,Harrisburg,United States,MDT,KMDT,40.19350052,-76.76339722,310,-5,A,America/New_York,airport,OurAirports,179
4286,Wilkes Barre Scranton International Airport,Scranton,United States,AVP,KAVP,41.33850098,-75.7233963,962,-5,A,America/New_York,airport,OurAirports,110
3775,Robert Gray  Army Air Field Airport,Killeen,United States,GRK,KGRK,31.06719971,-97.8289032,1015,-6,A,America/Chicago,airport,OurAirports,159
3745,Syracuse Hancock International Airport,Syracuse,United States,SYR,KSYR,43.11119843,-76.10630035,421,-5,A,America/New_York,airport,OurAirports,435
5776,Valdosta Regional Airport,Valdosta,United States,VLD,KVLD,30.78249931,-83.27670288,203,-5,A,America/New_York,airport,OurAirports,86
3730,Coastal Carolina Regional Airport,New Bern,United States,EWN,KEWN,35.07300186,-77.04290009,18,-5,A,America/New_York,airport,OurAirports,60
3806,Charleston Air Force Base-International Airport,Charleston,United States,CHS,KCHS,32.89860153,-80.04049683,46,-5,A,America/New_York,airport,OurAirports,1348
3463,Bangor International Airport,Bangor,United States,BGR,KBGR,44.80739975,-68.82810211,192,-5,A,America/New_York,airport,OurAirports,81
3817,Sacramento International Airport,Sacramento,United States,SMF,KSMF,38.69540024,-121.5910034,27,-8,A,America/Los_Angeles,airport,OurAirports,3607
3748,Norman Y. Mineta San Jose International Airport,San Jose,United States,SJC,KSJC,37.36259842,-121.9290009,62,-8,A,America/Los_Angeles,airport,OurAirports,3721
3797,John F Kennedy International Airport,New York,United States,JFK,KJFK,40.63980103,-73.77890015,13,-5,A,America/New_York,airport,OurAirports,8437
3448,General Edward Lawrence Logan International Airport,Boston,United States,BOS,KBOS,42.36429977,-71.00520325,20,-5,A,America/New_York,airport,OurAirports,10866
3849,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,United States,BWI,KBWI,39.17539978,-76.66829681,146,-5,A,America/New_York,airport,OurAirports,8583
3515,Myrtle Beach International Airport,Myrtle Beach,United States,MYR,KMYR,33.67969894,-78.92829895,25,-5,A,America/New_York,airport,OurAirports,609
3524,Atlantic City International Airport,Atlantic City,United States,ACY,KACY,39.45759964,-74.57720184,75,-5,A,America/New_York,airport,OurAirports,330
3825,Bradley International Airport,Windsor Locks,United States,BDL,KBDL,41.93889999,-72.68319702,173,-5,A,America/New_York,airport,OurAirports,1768
3811,Birmingham-Shuttlesworth International Airport,Birmingham,United States,BHM,KBHM,33.56290054,-86.75350189,650,-6,A,America/Chicago,airport,OurAirports,1042
3774,Ted Stevens Anchorage International Airport,Anchorage,United States,ANC,PANC,61.17440033,-149.9960022,152,-9,A,America/Anchorage,airport,OurAirports,1959
3494,Newark Liberty International Airport,Newark,United States,EWR,KEWR,40.69250107,-74.16870117,18,-5,A,America/New_York,airport,OurAirports,9705
3698,Tallahassee Regional Airport,Tallahassee,United States,TLH,KTLH,30.39649963,-84.35030365,81,-5,A,America/New_York,airport,OurAirports,257
4007,Asheville Regional Airport,Asheville,United States,AVL,KAVL,35.43619919,-82.54180145,2165,-5,A,America/New_York,airport,OurAirports,337
4113,Huntsville International Carl T Jones Field,Huntsville,United States,HSV,KHSV,34.6371994,-86.77510071,629,-6,A,America/Chicago,airport,OurAirports,355
4037,Central Illinois Regional Airport at Bloomington-Normal,Bloomington,United States,BMI,KBMI,40.47710037,-88.91590118,871,-6,A,America/Chicago,airport,OurAirports,140
3722,Palm Beach International Airport,West Palm Beach,United States,PBI,KPBI,26.68320084,-80.09559631,19,-5,A,America/New_York,airport,OurAirports,1656
3467,Spokane International Airport,Spokane,United States,GEG,KGEG,47.61989975,-117.5339966,2376,-8,A,America/Los_Angeles,airport,OurAirports,902
4292,Hector International Airport,Fargo,United States,FAR,KFAR,46.92070007,-96.81580353,902,-6,A,America/Chicago,airport,OurAirports,411
3561,Columbia Metropolitan Airport,Columbia,United States,CAE,KCAE,33.93880081,-81.11949921,236,-5,A,America/New_York,airport,OurAirports,357
3613,Savannah Hilton Head International Airport,Savannah,United States,SAV,KSAV,32.12760162,-81.20210266,50,-5,A,America/New_York,airport,OurAirports,611
4285,Yeager Airport,Charleston,United States,CRW,KCRW,38.37310028,-81.59320068,981,-5,A,America/New_York,airport,OurAirports,236
3495,Boise Air Terminal/Gowen field,Boise,United States,BOI,KBOI,43.56439972,-116.2229996,2871,-7,A,America/Denver,airport,OurAirports,1290
3598,Duluth International Airport,Duluth,United States,DLH,KDLH,46.84209824,-92.19360352,1428,-6,A,America/Chicago,airport,OurAirports,174
4019,Albuquerque International Sunport Airport,Albuquerque,United States,ABQ,KABQ,35.04019928,-106.6090012,5355,-7,A,America/Denver,airport,OurAirports,1648
3820,Buffalo Niagara International Airport,Buffalo,United States,BUF,KBUF,42.94049835,-78.73220062,728,-5,A,America/New_York,airport,OurAirports,1523
3712,Jacksonville International Airport,Jacksonville,United States,JAX,KJAX,30.49410057,-81.68789673,30,-5,A,America/New_York,airport,OurAirports,1622
3559,El Paso International Airport,El Paso,United States,ELP,KELP,31.80719948,-106.3779984,3959,-7,A,America/Denver,airport,OurAirports,983
3630,Niagara Falls International Airport,Niagara Falls,United States,IAG,KIAG,43.1072998,-78.94619751,589,-5,A,America/New_York,airport,OurAirports,25
5747,Arnold Palmer Regional Airport,Latrobe,United States,LBE,KLBE,40.27590179,-79.40480042,1199,-5,A,America/New_York,airport,OurAirports,81
3771,Plattsburgh International Airport,Plattsburgh,United States,PBG,KPBG,44.65090179,-73.4681015,234,-5,A,America/New_York,airport,OurAirports,26
3636,Tucson International Airport,Tucson,United States,TUS,KTUS,32.11610031,-110.9410019,2643,-7,N,America/Phoenix,airport,OurAirports,1278
3713,Durango La Plata County Airport,Durango,United States,DRO,KDRO,37.1515007,-107.7539978,6685,-7,A,America/Denver,airport,OurAirports,182
5768,San Luis County Regional Airport,San Luis Obispo,United States,SBP,KSBP,35.23680115,-120.6419983,212,-8,A,America/Los_Angeles,airport,OurAirports,278
3949,Santa Barbara Municipal Airport,Santa Barbara,United States,SBA,KSBA,34.42620087,-119.8399963,13,-8,A,America/Los_Angeles,airport,OurAirports,497
3596,Yuma MCAS/Yuma International Airport,Yuma,United States,YUM,KNYL,32.65660095,-114.6060028,213,-7,N,America/Phoenix,airport,OurAirports,167
3839,Palm Springs International Airport,Palm Springs,United States,PSP,KPSP,33.82970047,-116.5070038,477,-8,A,America/Los_Angeles,airport,OurAirports,599
3558,Meadows Field,Bakersfield,United States,BFL,KBFL,35.43360138,-119.0569992,510,-8,A,America/Los_Angeles,airport,OurAirports,227
4261,Flagstaff Pulliam Airport,Flagstaff,United States,FLG,KFLG,35.13850021,-111.6709976,7014,-7,N,America/Phoenix,airport,OurAirports,170
3736,Roswell International Air Center Airport,Roswell,United States,ROW,KROW,33.30160141,-104.5309982,3671,-7,A,America/Denver,airport,OurAirports,34
4063,Grand Junction Regional Airport,Grand Junction,United States,GJT,KGJT,39.12239838,-108.5270004,4858,-7,A,America/Denver,airport,OurAirports,281
4015,Charlottesville Albemarle Airport,Charlottesville VA,United States,CHO,KCHO,38.1385994,-78.45290375,639,-5,A,America/New_York,airport,OurAirports,202
3457,Wichita Mid Continent Airport,Wichita,United States,ICT,KICT,37.64989853,-97.43309784,1333,-6,A,America/Chicago,airport,OurAirports,610
4103,Roberts Field,Redmond-Bend,United States,RDM,KRDM,44.2541008,-121.1500015,3080,-8,A,America/Los_Angeles,airport,OurAirports,300
3687,Fresno Yosemite International Airport,Fresno,United States,FAT,KFAT,36.77619934,-119.7180023,336,-8,A,America/Los_Angeles,airport,OurAirports,765
3948,Monterey Peninsula Airport,Monterey,United States,MRY,KMRY,36.5870018,-121.8430023,257,-8,A,America/Los_Angeles,airport,OurAirports,206
7001,Aspen-Pitkin Co/Sardy Field,Aspen,United States,ASE,KASE,39.22320175,-106.8690033,7820,-7,A,America/Denver,airport,OurAirports,291
3807,Reno Tahoe International Airport,Reno,United States,RNO,KRNO,39.49909973,-119.7679977,4415,-8,A,America/Los_Angeles,airport,OurAirports,1266
4099,Mahlon Sweet Field,Eugene,United States,EUG,KEUG,44.12459946,-123.211998,374,-8,A,America/Los_Angeles,airport,OurAirports,313
3864,Albany International Airport,Albany,United States,ALB,KALB,42.74829865,-73.80169678,285,-5,A,America/New_York,airport,OurAirports,813
4041,Fort Wayne International Airport,Fort Wayne,United States,FWA,KFWA,40.97850037,-85.19509888,814,-5,A,America/New_York,airport,OurAirports,371
4027,Jackson Hole Airport,Jacksn Hole,United States,JAC,KJAC,43.6072998,-110.737999,6451,-7,A,America/Denver,airport,OurAirports,356
6880,Montrose Regional Airport,Montrose CO,United States,MTJ,KMTJ,38.50979996,-107.8939972,5759,-7,A,America/Denver,airport,OurAirports,60
3734,Ontario International Airport,Ontario,United States,ONT,KONT,34.05599976,-117.6009979,944,-8,A,America/Los_Angeles,airport,OurAirports,1630
3863,Will Rogers World Airport,Oklahoma City,United States,OKC,KOKC,35.39310074,-97.60070038,1295,-6,A,America/Chicago,airport,OurAirports,1261
3644,Bob Hope Airport,Burbank,United States,BUR,KBUR,34.20069885,-118.3590012,778,-8,A,America/Los_Angeles,airport,OurAirports,1903
4046,General Wayne A. Downing Peoria International Airport,Peoria,United States,PIA,KPIA,40.66419983,-89.69329834,660,-6,A,America/Chicago,airport,OurAirports,287
4127,Glacier Park International Airport,Kalispell,United States,FCA,KGPI,48.3105011,-114.2559967,2977,-7,A,America/Denver,airport,OurAirports,185
4089,Bishop International Airport,Flint,United States,FNT,KFNT,42.9654007,-83.74359894,782,-5,A,America/New_York,airport,OurAirports,299
4128,MBS International Airport,Saginaw,United States,MBS,KMBS,43.53290176,-84.07959747,668,-5,A,America/New_York,airport,OurAirports,233
4359,South Bend Regional Airport,South Bend,United States,SBN,KSBN,41.70869827,-86.31729889,799,-5,A,America/New_York,airport,OurAirports,453
4355,Lehigh Valley International Airport,Allentown,United States,ABE,KABE,40.65209961,-75.44080353,393,-5,A,America/New_York,airport,OurAirports,244
4021,Billings Logan International Airport,Billings,United States,BIL,KBIL,45.80770111,-108.5429993,3652,-7,A,America/Denver,airport,OurAirports,298
4100,Idaho Falls Regional Airport,Idaho Falls,United States,IDA,KIDA,43.51459885,-112.0709991,4744,-7,A,America/Denver,airport,OurAirports,208
6494,Friedman Memorial Airport,Hailey,United States,SUN,KSUN,43.50439835,-114.2959976,5318,-7,A,America/Denver,airport,OurAirports,100
6133,Tri Cities Airport,Pasco,United States,PSC,KPSC,46.26470184,-119.1190033,410,-8,A,America/Los_Angeles,airport,OurAirports,326
4072,Quad City International Airport,Moline,United States,MLI,KMLI,41.44850159,-90.50749969,590,-6,A,America/Chicago,airport,OurAirports,286
3498,Minot International Airport,Minot,United States,MOT,KMOT,48.25939941,-101.2799988,1716,-6,A,America/Chicago,airport,OurAirports,169
3627,James M Cox Dayton International Airport,Dayton,United States,DAY,KDAY,39.90240097,-84.2193985,1009,-5,A,America/New_York,airport,OurAirports,602
4045,Central Wisconsin Airport,Wassau,United States,CWA,KCWA,44.77759933,-89.66680145,1277,-6,A,America/Chicago,airport,OurAirports,97
3493,Lafayette Regional Airport,Lafayette,United States,LFT,KLFT,30.20529938,-91.98760223,42,-6,A,America/Chicago,airport,OurAirports,248
4087,Rapid City Regional Airport,Rapid City,United States,RAP,KRAP,44.04529953,-103.0569992,3204,-7,A,America/Denver,airport,OurAirports,302
3544,Capital City Airport,Lansing,United States,LAN,KLAN,42.77870178,-84.58740234,861,-5,A,America/New_York,airport,OurAirports,230
4047,Appleton International Airport,Appleton,United States,ATW,KATW,44.2580986,-88.51909637,918,-6,A,America/Chicago,airport,OurAirports,261
3504,Helena Regional Airport,Helena,United States,HLN,KHLN,46.60680008,-111.9830017,3877,-7,A,America/Denver,airport,OurAirports,144
4044,La Crosse Municipal Airport,La Crosse,United States,LSE,KLSE,43.879002,-91.256699,655,-6,A,America/Chicago,airport,OurAirports,23
3880,Great Falls International Airport,Great Falls,United States,GTF,KGTF,47.48199844,-111.3710022,3680,-7,A,America/Denver,airport,OurAirports,190
4014,Louisville International Standiford Field,Louisville,United States,SDF,KSDF,38.1744,-85.736,501,-5,A,America/New_York,airport,OurAirports,955
3855,Tulsa International Airport,Tulsa,United States,TUL,KTUL,36.19839859,-95.88809967,677,-6,A,America/Chicago,airport,OurAirports,1087
3442,Grand Forks International Airport,Grand Forks,United States,GFK,KGFK,47.949299,-97.176102,845,-6,A,America/Chicago,airport,OurAirports,149
3582,Long Beach /Daugherty Field/ Airport,Long Beach,United States,LGB,KLGB,33.81769943,-118.1520004,60,-8,A,America/Los_Angeles,airport,OurAirports,968
4039,Kalamazoo Battle Creek International Airport,Kalamazoo,United States,AZO,KAZO,42.23490143,-85.55210114,874,-5,A,America/New_York,airport,OurAirports,134
3808,Ketchikan International Airport,Ketchikan,United States,KTN,PAKT,55.35559845,-131.7140045,89,-9,A,America/Anchorage,airport,OurAirports,262
4101,Rogue Valley International Medford Airport,Medford,United States,MFR,KMFR,42.37419891,-122.8730011,1335,-8,A,America/Los_Angeles,airport,OurAirports,260
4038,Gulfport Biloxi International Airport,Gulfport,United States,GPT,KGPT,30.40730095,-89.07009888,28,-6,A,America/Chicago,airport,OurAirports,290
3560,Valley International Airport,Harlingen,United States,HRL,KHRL,26.22850037,-97.65440369,36,-6,A,America/Chicago,airport,OurAirports,264
3513,Lake Charles Regional Airport,Lake Charles,United States,LCH,KLCH,30.12610054,-93.22329712,15,-6,A,America/Chicago,airport,OurAirports,73
3852,Alexandria International Airport,Alexandria,United States,AEX,KAEX,31.32740021,-92.54979706,89,-6,A,America/Chicago,airport,OurAirports,262
3856,Sitka Rocky Gutierrez Airport,Sitka,United States,SIT,PASI,57.04710007,-135.3619995,21,-9,A,America/Anchorage,airport,OurAirports,172
3659,Sloulin Field International Airport,Williston,United States,ISN,KISN,48.17789841,-103.6419983,1982,-6,A,America/Chicago,airport,OurAirports,146
5732,Houghton County Memorial Airport,Hancock,United States,CMX,KCMX,47.16839981,-88.4890976,1095,-5,A,America/New_York,airport,OurAirports,66
4098,Redding Municipal Airport,Redding,United States,RDD,KRDD,40.50899887,-122.2929993,505,-8,A,America/Los_Angeles,airport,OurAirports,90
5735,Chippewa Valley Regional Airport,Eau Claire,United States,EAU,KEAU,44.86579895,-91.48429871,913,-6,A,America/Chicago,airport,OurAirports,56
4296,Gillette Campbell County Airport,Gillette,United States,GCC,KGCC,44.34889984,-105.5390015,4365,-7,A,America/Denver,airport,OurAirports,86
3652,Midland International Airport,Midland,United States,MAF,KMAF,31.94249916,-102.2020035,2871,-6,A,America/Chicago,airport,OurAirports,469
3782,Mobile Regional Airport,Mobile,United States,MOB,KMOB,30.69120026,-88.24279785,219,-6,A,America/Chicago,airport,OurAirports,396
3564,Pensacola Regional Airport,Pensacola,United States,PNS,KPNS,30.47340012,-87.18659973,121,-6,A,America/Chicago,airport,OurAirports,573
3660,Bill & Hillary Clinton National Airport/Adams Field,Little Rock,United States,LIT,KLIT,34.72940063,-92.22429657,262,-6,A,America/Chicago,airport,OurAirports,703
4112,Akron Canton Regional Airport,Akron,United States,CAK,KCAK,40.91609955,-81.44219971,1228,-5,A,America/New_York,airport,OurAirports,423
3738,Brownsville South Padre Island International Airport,Brownsville,United States,BRO,KBRO,25.90679932,-97.42590332,22,-6,A,America/Chicago,airport,OurAirports,258
